 3.2127705e-02  9.8999888e-02  1.3368432e-01
 3.3207157e-02  9.5386237e-02  1.3258026e-01
 3.4303779e-02  9.1940547e-02  1.3144628e-01
 3.5417530e-02  8.8652933e-02  1.3028894e-01
 3.6548370e-02  8.5514016e-02  1.2911394e-01
 3.7696257e-02  8.2514913e-02  1.2792624e-01
 3.8861148e-02  7.9647243e-02  1.2673018e-01
 4.0043000e-02  7.6903118e-02  1.2552954e-01
 4.1241772e-02  7.4275141e-02  1.2432768e-01
 4.2457417e-02  7.1756411e-02  1.2312761e-01
 4.3689892e-02  6.9340509e-02  1.2193198e-01
 4.4939151e-02  6.7021484e-02  1.2074316e-01
 4.6205148e-02  6.4793833e-02  1.1956326e-01
 4.7487836e-02  6.2652468e-02  1.1839420e-01
 4.8787169e-02  6.0592679e-02  1.1723769e-01
 5.0103099e-02  5.8610096e-02  1.1609523e-01
 5.1435577e-02  5.6700641e-02  1.1496801e-01
 5.2784555e-02  5.4860497e-02  1.1385695e-01
 5.4149981e-02  5.3086088e-02  1.1276269e-01
 5.5531808e-02  5.1374079e-02  1.1168571e-01
 5.6929982e-02  4.9721360e-02  1.1062629e-01
 5.8344454e-02  4.8125042e-02  1.0958458e-01
 5.9775172e-02  4.6582436e-02  1.0856057e-01
 6.1222081e-02  4.5091059e-02  1.0755416e-01
 6.2685130e-02  4.3648664e-02  1.0656526e-01
 6.4164264e-02  4.2253239e-02  1.0559384e-01
 6.5659429e-02  4.0902994e-02  1.0463990e-01
 6.7170571e-02  3.9596311e-02  1.0370341e-01
 6.8697633e-02  3.8331651e-02  1.0278418e-01
 7.0240559e-02  3.7107476e-02  1.0188180e-01
 7.1799292e-02  3.5922209e-02  1.0099562e-01
 7.3373776e-02  3.4774240e-02  1.0012487e-01
 7.4963952e-02  3.3661966e-02  9.9268757e-02
 7.6569762e-02  3.2583799e-02  9.8426547e-02
 7.8191147e-02  3.1538159e-02  9.7597509e-02
 7.9828047e-02  3.0523485e-02  9.6780946e-02
 8.1480401e-02  2.9538253e-02  9.5976331e-02
 8.3148150e-02  2.8580979e-02  9.5183395e-02
 8.4831232e-02  2.7650194e-02  9.4402083e-02
 8.6529584e-02  2.6744494e-02  9.3632451e-02
 8.8243145e-02  2.5862650e-02  9.2874676e-02
 8.9971851e-02  2.5003697e-02  9.2129127e-02
 9.1715639e-02  2.4166966e-02  9.1396316e-02
 9.3474445e-02  2.3352096e-02  9.0676717e-02
 9.5248203e-02  2.2558977e-02  8.9970501e-02
 9.7036850e-02  2.1787615e-02  8.9277377e-02
 9.8840318e-02  2.1037990e-02  8.8596708e-02
 1.0065854e-01  2.0309946e-02  8.7927758e-02
 1.0249145e-01  1.9603165e-02  8.7269944e-02
 1.0433899e-01  1.8917200e-02  8.6623035e-02
 1.0620107e-01  1.8251513e-02  8.5987095e-02
 1.0807765e-01  1.7605496e-02  8.5362281e-02
 1.0996863e-01  1.6978508e-02  8.4748730e-02
 1.1187397e-01  1.6369911e-02  8.4146530e-02
 1.1379358e-01  1.5779099e-02  8.3555648e-02
 1.1572739e-01  1.5205555e-02  8.2975932e-02
 1.1767534e-01  1.4648897e-02  8.2407223e-02
 1.1963736e-01  1.4108845e-02  8.1849278e-02
 1.2161336e-01  1.3585155e-02  8.1301502e-02
 1.2360328e-01  1.3077578e-02  8.0763072e-02
 1.2560705e-01  1.2585886e-02  8.0233299e-02
 1.2762459e-01  1.2109844e-02  7.9711726e-02
 1.2965582e-01  1.1649063e-02  7.9197962e-02
 1.3170068e-01  1.1202852e-02  7.8691404e-02
 1.3375908e-01  1.0770274e-02  7.8191238e-02
 1.3583095e-01  1.0350370e-02  7.7696669e-02
 1.3791622e-01  9.9423319e-03  7.7207047e-02
 1.4001481e-01  9.5455388e-03  7.6721998e-02
 1.4212664e-01  9.1594933e-03  7.6241559e-02
 1.4425163e-01  8.7838002e-03  7.5766177e-02
 1.4638971e-01  8.4181958e-03  7.5296423e-02
 1.4854079e-01  8.0625097e-03  7.4832499e-02
 1.5070480e-01  7.7165913e-03  7.4374119e-02
 1.5288166e-01  7.3802979e-03  7.3921015e-02
 1.5507129e-01  7.0535695e-03  7.3473398e-02
 1.5727360e-01  6.7364393e-03  7.3031824e-02
 1.5948852e-01  6.4288622e-03  7.2596652e-02
 1.6171597e-01  6.1304631e-03  7.2167791e-02
 1.6395586e-01  5.8404643e-03  7.1745004e-02
 1.6620810e-01  5.5578987e-03  7.1328337e-02
 1.6847263e-01  5.2819534e-03  7.0918119e-02
 1.7074935e-01  5.0122152e-03  7.0514373e-02
 1.7303818e-01  4.7487403e-03  7.0116163e-02
 1.7533904e-01  4.4919785e-03  6.9721757e-02
 1.7765184e-01  4.2425194e-03  6.9329660e-02
 1.7997650e-01  4.0007607e-03  6.8939422e-02
 1.8231292e-01  3.7667213e-03  6.8551591e-02
 1.8466104e-01  3.5400957e-03  6.8167120e-02
 1.8702075e-01  3.3205009e-03  6.7786860e-02
 1.8939197e-01  3.1076188e-03  6.7411419e-02
 1.9177462e-01  2.9010886e-03  6.7041458e-02
 1.9416860e-01  2.7004240e-03  6.6677691e-02
 1.9657384e-01  2.5051065e-03  6.6320495e-02
 1.9899024e-01  2.3147580e-03  6.5970015e-02
 2.0141770e-01  2.1293128e-03  6.5626539e-02
 2.0385615e-01  1.9490927e-03  6.5289994e-02
 2.0630550e-01  1.7746462e-03  6.4959314e-02
 2.0876564e-01  1.6063719e-03  6.4633042e-02
 2.1123650e-01  1.4442048e-03  6.4309869e-02
 2.1371798e-01  1.2876525e-03  6.3988344e-02
 2.1620999e-01  1.1361781e-03  6.3666989e-02
 2.1871243e-01  9.8959724e-04  6.3344735e-02
 2.2122523e-01  8.4811066e-04  6.3021111e-02
 2.2374828e-01  7.1201644e-04  6.2696369e-02
 2.2628149e-01  5.8147192e-04  6.2371457e-02
 2.2882476e-01  4.5656089e-04  6.2048018e-02
 2.3137802e-01  3.3741568e-04  6.1728429e-02
 2.3394115e-01  2.2410148e-04  6.1415338e-02
 2.3651407e-01  1.1651029e-04  6.1110913e-02
 2.3909668e-01  1.4454197e-05  6.0816400e-02
 2.4168888e-01 -8.2180498e-05  6.0531999e-02
 2.4429059e-01 -1.7343814e-04  6.0256917e-02
 2.4690170e-01 -2.5940312e-04  5.9989830e-02
 2.4952213e-01 -3.4023925e-04  5.9729809e-02
 2.5215176e-01 -4.1619543e-04  5.9476824e-02
 2.5479052e-01 -4.8753114e-04  5.9231177e-02
 2.5743829e-01 -5.5434596e-04  5.8992835e-02
 2.6009498e-01 -6.1656851e-04  5.8761372e-02
 2.6276050e-01 -6.7413733e-04  5.8535970e-02
 2.6543475e-01 -7.2708634e-04  5.8315340e-02
 2.6811762e-01 -7.7554427e-04  5.8098138e-02
 2.7080902e-01 -8.1972054e-04  5.7883610e-02
 2.7350885e-01 -8.5985640e-04  5.7671825e-02
 2.7621702e-01 -8.9622972e-04  5.7463187e-02
 2.7893341e-01 -9.2919299e-04  5.7257790e-02
 2.8165793e-01 -9.5901424e-04  5.7055379e-02
 2.8439049e-01 -9.8564745e-04  5.6855403e-02
 2.8713098e-01 -1.0087105e-03  5.6656553e-02
 2.8987929e-01 -1.0276282e-03  5.6456597e-02
 2.9263534e-01 -1.0418417e-03  5.6253423e-02
 2.9539901e-01 -1.0510797e-03  5.6046319e-02
 2.9817021e-01 -1.0555514e-03  5.5836138e-02
 3.0094883e-01 -1.0560297e-03  5.5624722e-02
 3.0373478e-01 -1.0537165e-03  5.5414045e-02
 3.0652794e-01 -1.0498305e-03  5.5205259e-02
 3.0932822e-01 -1.0452361e-03  5.4998881e-02
 3.1213551e-01 -1.0403928e-03  5.4795939e-02
 3.1494972e-01 -1.0355442e-03  5.4597913e-02
 3.1777072e-01 -1.0308386e-03  5.4405732e-02
 3.2059844e-01 -1.0262133e-03  5.4218891e-02
 3.2343275e-01 -1.0212550e-03  5.4035850e-02
 3.2627355e-01 -1.0152019e-03  5.3855325e-02
 3.2912075e-01 -1.0071159e-03  5.3676594e-02
 3.3197423e-01 -9.9625336e-04  5.3499047e-02
 3.3483389e-01 -9.8242444e-04  5.3321953e-02
 3.3769963e-01 -9.6601418e-04  5.3144531e-02
 3.4057133e-01 -9.4759773e-04  5.2966470e-02
 3.4344890e-01 -9.2754297e-04  5.2788364e-02
 3.4633223e-01 -9.0604074e-04  5.2611499e-02
 3.4922121e-01 -8.8336169e-04  5.2437382e-02
 3.5211574e-01 -8.5982160e-04  5.2267538e-02
 3.5501571e-01 -8.3566947e-04  5.2103081e-02
 3.5792101e-01 -8.1125315e-04  5.1943774e-02
 3.6083153e-01 -7.8713540e-04  5.1787937e-02
 3.6374718e-01 -7.6375725e-04  5.1634216e-02
 3.6666783e-01 -7.4105208e-04  5.1483518e-02
 3.6959339e-01 -7.1863046e-04  5.1337961e-02
 3.7252375e-01 -6.9642029e-04  5.1198445e-02
 3.7545879e-01 -6.7508471e-04  5.1064045e-02
 3.7839842e-01 -6.5571265e-04  5.0932659e-02
 3.8134252e-01 -6.3905191e-04  5.0801996e-02
 3.8429098e-01 -6.2512737e-04  5.0670883e-02
 3.8724370e-01 -6.1342976e-04  5.0540180e-02
 3.9020057e-01 -6.0314162e-04  5.0412555e-02
 3.9316148e-01 -5.9320016e-04  5.0291185e-02
 3.9612631e-01 -5.8252722e-04  5.0178181e-02
 3.9909497e-01 -5.7063830e-04  5.0074177e-02
 4.0206734e-01 -5.5804393e-04  4.9979111e-02
 4.0504331e-01 -5.4577008e-04  4.9892938e-02
 4.0802277e-01 -5.3437517e-04  4.9815318e-02
 4.1100562e-01 -5.2338775e-04  4.9745192e-02
 4.1399174e-01 -5.1160044e-04  4.9681182e-02
 4.1698102e-01 -4.9773149e-04  4.9621767e-02
 4.1997336e-01 -4.8091235e-04  4.9565132e-02
 4.2296864e-01 -4.6086635e-04  4.9509378e-02
 4.2596675e-01 -4.3781353e-04  4.9452945e-02
 4.2896759e-01 -4.1225347e-04  4.9395123e-02
 4.3197104e-01 -3.8478498e-04  4.9336388e-02
 4.3497699e-01 -3.5602920e-04  4.9278073e-02
 4.3798533e-01 -3.2658563e-04  4.9221528e-02
 4.4099596e-01 -2.9696158e-04  4.9167710e-02
 4.4400875e-01 -2.6758982e-04  4.9116955e-02
 4.4702361e-01 -2.3903730e-04  4.9068816e-02
 4.5004041e-01 -2.1209981e-04  4.9022805e-02
 4.5305905e-01 -1.8739406e-04  4.8979354e-02
 4.5607942e-01 -1.6494037e-04  4.8939707e-02
 4.5910140e-01 -1.4449563e-04  4.8905149e-02
 4.6212489e-01 -1.2615158e-04  4.8876298e-02
 4.6514977e-01 -1.1015915e-04  4.8852645e-02
 4.6817593e-01 -9.6421752e-05  4.8832737e-02
 4.7120326e-01 -8.4492816e-05  4.8815229e-02
 4.7423165e-01 -7.3758013e-05  4.8799838e-02
 4.7726099e-01 -6.3626845e-05  4.8787356e-02
 4.8029117e-01 -5.3791513e-05  4.8779093e-02
 4.8332207e-01 -4.4205925e-05  4.8776113e-02
 4.8635358e-01 -3.4902830e-05  4.8778107e-02
 4.8938560e-01 -2.6044224e-05  4.8782913e-02
 4.9241801e-01 -1.7868653e-05  4.8787508e-02
 4.9545069e-01 -1.0403855e-05  4.8789941e-02
 4.9848355e-01 -3.4148351e-06  4.8790547e-02
 5.0151645e-01  3.4148351e-06  4.8790547e-02
