 0.0000000e+00  0.0000000e+00  0.0000000e+00
 3.2187473e-05  5.1912124e-07  1.1732074e-03
 1.0575681e-04  1.7056493e-06  3.8416213e-03
 1.9771341e-04  3.1887167e-06  7.1560583e-03
 3.0805389e-04  4.9682469e-06  1.1102549e-02
 4.3677418e-04  7.0441313e-06  1.5664398e-02
 5.8386956e-04  9.4162149e-06  2.0822221e-02
 7.4933462e-04  1.2084273e-05  2.6553994e-02
 9.3316326e-04  1.5047973e-05  3.2835115e-02
 1.1353487e-03  1.8306813e-05  3.9638477e-02
 1.3558836e-03  2.1860025e-05  4.6934544e-02
 1.5947597e-03  2.5706433e-05  5.4691443e-02
 1.8519684e-03  2.9844248e-05  6.2875080e-02
 2.1275000e-03  3.4270777e-05  7.1449264e-02
 2.4213446e-03  3.8982044e-05  8.0375870e-02
 2.7334912e-03  4.3972287e-05  8.9615014e-02
 3.0639285e-03  4.9233326e-05  9.9125272e-02
 3.4126442e-03  5.4753803e-05  1.0886392e-01
 3.7796255e-03  6.0518264e-05  1.1878722e-01
 4.1648590e-03  6.6506132e-05  1.2885075e-01
 4.5683304e-03  7.2690554e-05  1.3900975e-01
 4.9900249e-03  7.9037188e-05  1.4921948e-01
 5.4299271e-03  8.5502968e-05  1.5943573e-01
 5.8880206e-03  9.2034924e-05  1.6961516e-01
 6.3642888e-03  9.8569135e-05  1.7971583e-01
 6.8587139e-03  1.0502993e-04  1.8969762e-01
 7.3712780e-03  1.1132942e-04  1.9952266e-01
 7.9019621e-03  1.1736751e-04  2.0915580e-01
 8.4507467e-03  1.2303243e-04  2.1856494e-01
 9.0176116e-03  1.2820197e-04  2.2772136e-01
 9.6025359e-03  1.3274535e-04  2.3659999e-01
 1.0205498e-02  1.3652589e-04  2.4517960e-01
 1.0826476e-02  1.3940426e-04  2.5344285e-01
 1.1465447e-02  1.4124244e-04  2.6137640e-01
 1.2122388e-02  1.4190792e-04  2.6897074e-01
 1.2797273e-02  1.4127826e-04  2.7622014e-01
 1.3490080e-02  1.3924540e-04  2.8312237e-01
 1.4200781e-02  1.3571969e-04  2.8967848e-01
 1.4929351e-02  1.3063321e-04  2.9589242e-01
 1.5675762e-02  1.2394215e-04  3.0177075e-01
 1.6439989e-02  1.1562812e-04  3.0732220e-01
 1.7222002e-02  1.0569838e-04  3.1255731e-01
 1.8021772e-02  9.4184854e-05  3.1748804e-01
 1.8839271e-02  8.1142264e-05  3.2212740e-01
 1.9674468e-02  6.6645539e-05  3.2648911e-01
 2.0527333e-02  5.0786748e-05  3.3058725e-01
 2.1397834e-02  3.3671886e-05  3.3443603e-01
 2.2285938e-02  1.5417758e-05  3.3804951e-01
 2.3191614e-02 -3.8508548e-06  3.4144141e-01
 2.4114829e-02 -2.4003632e-05  3.4462497e-01
 2.5055547e-02 -4.4906731e-05  3.4761280e-01
 2.6013735e-02 -6.6424443e-05  3.5041680e-01
 2.6989357e-02 -8.8420587e-05  3.5304811e-01
 2.7982378e-02 -1.1075977e-04  3.5551709e-01
 2.8992761e-02 -1.3330861e-04  3.5783328e-01
 3.0020468e-02 -1.5593703e-04  3.6000544e-01
 3.1065462e-02 -1.7851953e-04  3.6204157e-01
 3.2127705e-02 -2.0093658e-04  3.6394894e-01
