 0.0000000e+00  5.0000000e-01  0.0000000e+00
 3.2187473e-05  4.9918262e-01  5.1268002e-04
 1.0575681e-04  4.9731437e-01  1.6844874e-03
 1.9771341e-04  4.9497918e-01  3.1491619e-03
 3.0805389e-04  4.9217717e-01  4.9066318e-03
 4.3677418e-04  4.8890847e-01  6.9567798e-03
 5.8386956e-04  4.8517330e-01  9.2994042e-03
 7.4933462e-04  4.8097200e-01  1.1934158e-02
 9.3316326e-04  4.7630511e-01  1.4860459e-02
 1.1353487e-03  4.7117342e-01  1.8077358e-02
 1.3558836e-03  4.6557819e-01  2.1583371e-02
 1.5947597e-03  4.5952126e-01  2.5376254e-02
 1.8519684e-03  4.5300528e-01  2.9452724e-02
 2.1275000e-03  4.4603400e-01  3.3808118e-02
 2.4213446e-03  4.3861258e-01  3.8436001e-02
 2.7334912e-03  4.3074800e-01  4.3327714e-02
 3.0639285e-03  4.2244943e-01  4.8471881e-02
 3.4126442e-03  4.1372876e-01  5.3853901e-02
 3.7796255e-03  4.0460105e-01  5.9455437e-02
 4.1648590e-03  3.9508504e-01  6.5253964e-02
 4.5683304e-03  3.8520365e-01  7.1222395e-02
 4.9900249e-03  3.7498435e-01  7.7328859e-02
 5.4299271e-03  3.6445950e-01  8.3536676e-02
 5.8880206e-03  3.5366652e-01  8.9804562e-02
 6.3642888e-03  3.4264788e-01  9.6087127e-02
 6.8587139e-03  3.3145086e-01  1.0233565e-01
 7.3712780e-03  3.2012709e-01  1.0849914e-01
 7.9019621e-03  3.0873180e-01  1.1452560e-01
 8.4507467e-03  2.9732286e-01  1.2036352e-01
 9.0176116e-03  2.8595961e-01  1.2596338e-01
 9.6025359e-03  2.7470145e-01  1.3127914e-01
 1.0205498e-02  2.6360649e-01  1.3626966e-01
 1.0826476e-02  2.5273001e-01  1.4089986e-01
 1.1465447e-02  2.4212315e-01  1.4514160e-01
 1.2122388e-02  2.3183163e-01  1.4897432e-01
 1.2797273e-02  2.2189480e-01  1.5238526e-01
 1.3490080e-02  2.1234488e-01  1.5536943e-01
 1.4200781e-02  2.0320653e-01  1.5792929e-01
 1.4929351e-02  1.9449672e-01  1.6007408e-01
 1.5675762e-02  1.8622494e-01  1.6181909e-01
 1.6439989e-02  1.7839357e-01  1.6318461e-01
 1.7222002e-02  1.7099860e-01  1.6419490e-01
 1.8021772e-02  1.6403039e-01  1.6487705e-01
 1.8839271e-02  1.5747462e-01  1.6525987e-01
 1.9674468e-02  1.5131328e-01  1.6537288e-01
 2.0527333e-02  1.4552562e-01  1.6524537e-01
 2.1397834e-02  1.4008911e-01  1.6490567e-01
 2.2285938e-02  1.3498024e-01  1.6438052e-01
 2.3191614e-02  1.3017531e-01  1.6369466e-01
 2.4114829e-02  1.2565096e-01  1.6287058e-01
 2.5055547e-02  1.2138470e-01  1.6192837e-01
 2.6013735e-02  1.1735522e-01  1.6088574e-01
 2.6989357e-02  1.1354261e-01  1.5975810e-01
 2.7982378e-02  1.0992847e-01  1.5855870e-01
 2.8992761e-02  1.0649595e-01  1.5729882e-01
 3.0020468e-02  1.0322974e-01  1.5598803e-01
 3.1065462e-02  1.0011597e-01  1.5463438e-01
 3.2127705e-02  9.7142132e-02  1.5324466e-01
 3.3207157e-02  9.4296973e-02  1.5182463e-01
 3.4303779e-02  9.1570378e-02  1.5037915e-01
 3.5417530e-02  8.8953284e-02  1.4891237e-01
 3.6548370e-02  8.6437585e-02  1.4742787e-01
 3.7696257e-02  8.4016056e-02  1.4592876e-01
 3.8861148e-02  8.1682290e-02  1.4441774e-01
 4.0043000e-02  7.9430638e-02  1.4289726e-01
 4.1241772e-02  7.7256153e-02  1.4136956e-01
 4.2457417e-02  7.5154533e-02  1.3983675e-01
 4.3689892e-02  7.3122066e-02  1.3830089e-01
 4.4939151e-02  7.1155566e-02  1.3676402e-01
 4.6205148e-02  6.9252307e-02  1.3522820e-01
 4.7487836e-02  6.7409952e-02  1.3369550e-01
 4.8787169e-02  6.5626492e-02  1.3216799e-01
 5.0103099e-02  6.3900173e-02  1.3064774e-01
 5.1435577e-02  6.2229446e-02  1.2913679e-01
 5.2784555e-02  6.0612914e-02  1.2763713e-01
 5.4149981e-02  5.9049290e-02  1.2615068e-01
 5.5531808e-02  5.7537367e-02  1.2467933e-01
 5.6929982e-02  5.6075992e-02  1.2322492e-01
 5.8344454e-02  5.4664054e-02  1.2178928e-01
 5.9775172e-02  5.3300476e-02  1.2037427e-01
 6.1222081e-02  5.1984224e-02  1.1898173e-01
 6.2685130e-02  5.0714305e-02  1.1761350e-01
 6.4164264e-02  4.9489781e-02  1.1627134e-01
 6.5659429e-02  4.8309767e-02  1.1495690e-01
 6.7170571e-02  4.7173422e-02  1.1367158e-01
 6.8697633e-02  4.6079933e-02  1.1241655e-01
 7.0240559e-02  4.5028490e-02  1.1119269e-01
 7.1799292e-02  4.4018264e-02  1.1000059e-01
 7.3373776e-02  4.3048377e-02  1.0884060e-01
 7.4963952e-02  4.2117879e-02  1.0771292e-01
 7.6569762e-02  4.1225722e-02  1.0661764e-01
 7.8191147e-02  4.0370755e-02  1.0555483e-01
 7.9828047e-02  3.9551717e-02  1.0452459e-01
 8.1480401e-02  3.8767266e-02  1.0352702e-01
 8.3148150e-02  3.8016022e-02  1.0256221e-01
 8.4831232e-02  3.7296625e-02  1.0163011e-01
 8.6529584e-02  3.6607786e-02  1.0073040e-01
 8.8243145e-02  3.5948316e-02  9.9862453e-02
 8.9971851e-02  3.5317127e-02  9.9025270e-02
 9.1715639e-02  3.4713199e-02  9.8217515e-02
 9.3474445e-02  3.4135526e-02  9.7437579e-02
 9.5248203e-02  3.3583056e-02  9.6683696e-02
 9.7036850e-02  3.3054637e-02  9.5954095e-02
 9.8840318e-02  3.2548967e-02  9.5247153e-02
 1.0065854e-01  3.2064573e-02  9.4561500e-02
 1.0249145e-01  3.1599823e-02  9.3896022e-02
 1.0433899e-01  3.1152965e-02  9.3249784e-02
 1.0620107e-01  3.0722182e-02  9.2621900e-02
 1.0807765e-01  3.0305651e-02  9.2011399e-02
 1.0996863e-01  2.9901583e-02  9.1417124e-02
 1.1187397e-01  2.9508237e-02  9.0837719e-02
 1.1379358e-01  2.9123928e-02  9.0271687e-02
 1.1572739e-01  2.8747018e-02  8.9717500e-02
 1.1767534e-01  2.8375917e-02  8.9173677e-02
 1.1963736e-01  2.8009089e-02  8.8638773e-02
 1.2161336e-01  2.7645056e-02  8.8111303e-02
 1.2360328e-01  2.7282411e-02  8.7589650e-02
 1.2560705e-01  2.6919828e-02  8.7072017e-02
 1.2762459e-01  2.6556067e-02  8.6556435e-02
 1.2965582e-01  2.6189971e-02  8.6040806e-02
 1.3170068e-01  2.5820467e-02  8.5522975e-02
 1.3375908e-01  2.5446550e-02  8.5000828e-02
 1.3583095e-01  2.5067291e-02  8.4472424e-02
 1.3791622e-01  2.4681842e-02  8.3936122e-02
 1.4001481e-01  2.4289456e-02  8.3390626e-02
 1.4212664e-01  2.3889533e-02  8.2834932e-02
 1.4425163e-01  2.3481653e-02  8.2268213e-02
 1.4638971e-01  2.3065601e-02  8.1689743e-02
 1.4854079e-01  2.2641361e-02  8.1098912e-02
 1.5070480e-01  2.2209076e-02  8.0495313e-02
 1.5288166e-01  2.1769001e-02  7.9878809e-02
 1.5507129e-01  2.1321474e-02  7.9249526e-02
 1.5727360e-01  2.0866896e-02  7.8607735e-02
 1.5948852e-01  2.0405732e-02  7.7953707e-02
 1.6171597e-01  1.9938507e-02  7.7287604e-02
 1.6395586e-01  1.9465791e-02  7.6609465e-02
 1.6620810e-01  1.8988196e-02  7.5919277e-02
 1.6847263e-01  1.8506367e-02  7.5217086e-02
 1.7074935e-01  1.8020989e-02  7.4503136e-02
 1.7303818e-01  1.7532797e-02  7.3777980e-02
 1.7533904e-01  1.7042574e-02  7.3042540e-02
 1.7765184e-01  1.6551148e-02  7.2298059e-02
 1.7997650e-01  1.6059385e-02  7.1545939e-02
 1.8231292e-01  1.5568182e-02  7.0787529e-02
 1.8466104e-01  1.5078466e-02  7.0023954e-02
 1.8702075e-01  1.4591197e-02  6.9256067e-02
 1.8939197e-01  1.4107359e-02  6.8484574e-02
 1.9177462e-01  1.3627939e-02  6.7710269e-02
 1.9416860e-01  1.3153893e-02  6.6934253e-02
 1.9657384e-01  1.2686110e-02  6.6157980e-02
 1.9899024e-01  1.2225388e-02  6.5383088e-02
 2.0141770e-01  1.1772427e-02  6.4611119e-02
 2.0385615e-01  1.1327833e-02  6.3843287e-02
 2.0630550e-01  1.0892133e-02  6.3080441e-02
 2.0876564e-01  1.0465790e-02  6.2323213e-02
 2.1123650e-01  1.0049215e-02  6.1572323e-02
 2.1371798e-01  9.6427744e-03  6.0828850e-02
 2.1620999e-01  9.2467981e-03  6.0094328e-02
 2.1871243e-01  8.8615745e-03  5.9370571e-02
 2.2122523e-01  8.4873400e-03  5.8659362e-02
 2.2374828e-01  8.1242580e-03  5.7962186e-02
 2.2628149e-01  7.7723995e-03  5.7280121e-02
 2.2882476e-01  7.4317431e-03  5.6613838e-02
 2.3137802e-01  7.1022035e-03  5.5963631e-02
 2.3394115e-01  6.7836747e-03  5.5329438e-02
 2.3651407e-01  6.4760675e-03  5.4710849e-02
 2.3909668e-01  6.1793236e-03  5.4107162e-02
 2.4168888e-01  5.8934090e-03  5.3517505e-02
 2.4429059e-01  5.6182936e-03  5.2941032e-02
 2.4690170e-01  5.3539284e-03  5.2377103e-02
 2.4952213e-01  5.1002247e-03  5.1825380e-02
 2.5215176e-01  4.8570405e-03  5.1285827e-02
 2.5479052e-01  4.6241753e-03  5.0758627e-02
 2.5743829e-01  4.4013778e-03  5.0244074e-02
 2.6009498e-01  4.1883633e-03  4.9742507e-02
 2.6276050e-01  3.9848362e-03  4.9254320e-02
 2.6543475e-01  3.7905050e-03  4.8780026e-02
 2.6811762e-01  3.6050813e-03  4.8320292e-02
 2.7080902e-01  3.4282618e-03  4.7875874e-02
 2.7350885e-01  3.2597056e-03  4.7447443e-02
 2.7621702e-01  3.0990237e-03  4.7035381e-02
 2.7893341e-01  2.9457945e-03  4.6639640e-02
 2.8165793e-01  2.7996037e-03  4.6259712e-02
 2.8439049e-01  2.6600945e-03  4.5894705e-02
 2.8713098e-01  2.5270041e-03  4.5543470e-02
 2.8987929e-01  2.4001673e-03  4.5204724e-02
 2.9263534e-01  2.2794844e-03  4.4877194e-02
 2.9539901e-01  2.1648692e-03  4.4559765e-02
 2.9817021e-01  2.0561980e-03  4.4251600e-02
 3.0094883e-01  1.9532786e-03  4.3952173e-02
 3.0373478e-01  1.8558426e-03  4.3661224e-02
 3.0652794e-01  1.7635582e-03  4.3378658e-02
 3.0932822e-01  1.6760622e-03  4.3104438e-02
 3.1213551e-01  1.5930075e-03  4.2838504e-02
 3.1494972e-01  1.5141164e-03  4.2580689e-02
 3.1777072e-01  1.4392209e-03  4.2330663e-02
 3.2059844e-01  1.3682737e-03  4.2087943e-02
 3.2343275e-01  1.3013210e-03  4.1852033e-02
 3.2627355e-01  1.2384456e-03  4.1622612e-02
 3.2912075e-01  1.1796981e-03  4.1399658e-02
 3.3197423e-01  1.1250384e-03  4.1183420e-02
 3.3483389e-01  1.0743053e-03  4.0974276e-02
 3.3769963e-01  1.0272243e-03  4.0772567e-02
 3.4057133e-01  9.8344092e-04  4.0578512e-02
