 0.0000000e+00  0.0000000e+00  0.0000000e+00
 3.2187473e-05  7.1418576e-07  5.2393316e-03
 1.0575681e-04  2.3453373e-06  1.6971234e-02
 1.9771341e-04  4.3779390e-06  3.1259876e-02
 3.0805389e-04  6.8012800e-06  4.7867382e-02
 4.3677418e-04  9.5993049e-06  6.6522539e-02
 5.8386956e-04  1.2752073e-05  8.6927084e-02
 7.4933462e-04  1.6235298e-05  1.0876267e-01
 9.3316326e-04  2.0010770e-05  1.3169861e-01
 1.1353487e-03  2.3999877e-05  1.5540003e-01
 1.3558836e-03  2.8037061e-05  1.7953595e-01
 1.5947597e-03  3.1806817e-05  2.0378731e-01
 1.8519684e-03  3.4774806e-05  2.2785454e-01
 2.1275000e-03  3.6134310e-05  2.5146448e-01
 2.4213446e-03  3.4799804e-05  2.7437625e-01
 2.7334912e-03  2.9471631e-05  2.9638596e-01
 3.0639285e-03  1.8764927e-05  3.1732990e-01
 3.4126442e-03  1.3710687e-06  3.3708599e-01
 3.7796255e-03 -2.3779601e-05  3.5557343e-01
 4.1648590e-03 -5.7376025e-05  3.7275064e-01
 4.5683304e-03 -9.9625643e-05  3.8861168e-01
 4.9900249e-03 -1.5021495e-04  4.0318154e-01
 5.4299271e-03 -2.0834400e-04  4.1651053e-01
 5.8880206e-03 -2.7282794e-04  4.2866842e-01
 6.3642888e-03 -3.4224341e-04  4.3973855e-01
 6.8587139e-03 -4.1509952e-04  4.4981237e-01
 7.3712780e-03 -4.9000618e-04  4.5898466e-01
 7.9019621e-03 -5.6578135e-04  4.6734956e-01
 8.4507467e-03 -6.4146440e-04  4.7499748e-01
 9.0176116e-03 -7.1627828e-04  4.8201290e-01
 9.6025359e-03 -7.8959169e-04  4.8847303e-01
 1.0205498e-02 -8.6091729e-04  4.9444716e-01
 1.0826476e-02 -9.2991541e-04  4.9999657e-01
 1.1465447e-02 -9.9635798e-04  5.0517476e-01
 1.2122388e-02 -1.0601038e-03  5.1002794e-01
 1.2797273e-02 -1.1210920e-03  5.1459573e-01
 1.3490080e-02 -1.1792855e-03  5.1891191e-01
 1.4200781e-02 -1.2345970e-03  5.2300540e-01
 1.4929351e-02 -1.2868415e-03  5.2690103e-01
 1.5675762e-02 -1.3357179e-03  5.3062037e-01
 1.6439989e-02 -1.3808250e-03  5.3418225e-01
 1.7222002e-02 -1.4217308e-03  5.3760293e-01
 1.8021772e-02 -1.4580398e-03  5.4089622e-01
 1.8839271e-02 -1.4894385e-03  5.4407366e-01
 1.9674468e-02 -1.5157780e-03  5.4714511e-01
 2.0527333e-02 -1.5371764e-03  5.5011948e-01
 2.1397834e-02 -1.5540697e-03  5.5300498e-01
 2.2285938e-02 -1.5671042e-03  5.5580871e-01
 2.3191614e-02 -1.5768694e-03  5.5853635e-01
 2.4114829e-02 -1.5836213e-03  5.6119243e-01
 2.5055547e-02 -1.5872879e-03  5.6378062e-01
 2.6013735e-02 -1.5876207e-03  5.6630401e-01
 2.6989357e-02 -1.5843919e-03  5.6876539e-01
 2.7982378e-02 -1.5777055e-03  5.7116732e-01
 2.8992761e-02 -1.5679802e-03  5.7351290e-01
 3.0020468e-02 -1.5554821e-03  5.7580685e-01
 3.1065462e-02 -1.5400811e-03  5.7805419e-01
 3.2127705e-02 -1.5215695e-03  5.8025757e-01
 3.3207157e-02 -1.4998497e-03  5.8241718e-01
 3.4303779e-02 -1.4748127e-03  5.8453260e-01
 3.5417530e-02 -1.4463335e-03  5.8660429e-01
 3.6548370e-02 -1.4141783e-03  5.8863442e-01
 3.7696257e-02 -1.3779267e-03  5.9062678e-01
 3.8861148e-02 -1.3371827e-03  5.9258503e-01
 4.0043000e-02 -1.2920688e-03  5.9451269e-01
