    0.11  4.395389412173456e-02  4.269146826516176e-02  8.343052282748764e-02
    0.20  4.410186118378710e-02  4.248835993015097e-02  8.361970473343468e-02
    0.30  4.439300611372917e-02  4.216245327024962e-02  8.380829892326377e-02
    0.40  4.435765977010563e-02  4.222931970283107e-02  8.387645689009127e-02
    0.50  4.407658141955139e-02  4.258881607405973e-02  8.398007719805031e-02
    0.60  4.339579015513322e-02  4.331751247846916e-02  8.418677729384398e-02
    0.70  4.278660005689690e-02  4.394172758671407e-02  8.438259253282061e-02
    0.80  4.262989086631399e-02  4.409854523693871e-02  8.466111675430070e-02
    0.90  4.269192561862392e-02  4.399953835657158e-02  8.478745594019629e-02
    1.00  4.312481780335145e-02  4.352988478338504e-02  8.487242861480068e-02
    1.10  4.311246920594333e-02  4.352735731074396e-02  8.498899516138049e-02
    1.20  4.264812983176675e-02  4.399082717661291e-02  8.503773146767844e-02
    1.30  4.196695569912618e-02  4.465818171211672e-02  8.490072580837146e-02
    1.40  4.161907552873322e-02  4.503566886391214e-02  8.532317866786891e-02
    1.50  4.174769820827582e-02  4.496629275716372e-02  8.579154879126133e-02
    1.60  4.204909964799395e-02  4.470914940217028e-02  8.616730159764227e-02
    1.70  4.304699196055582e-02  4.376271706707837e-02  8.631036231504075e-02
    1.80  4.415148474894320e-02  4.272685419057840e-02  8.632256207347243e-02
    1.90  4.475979467532882e-02  4.218584423685680e-02  8.640264649774834e-02
    2.00  4.533474583284133e-02  4.169240168998908e-02  8.663181455297149e-02
    2.11  4.550141080213106e-02  4.150728544360234e-02  8.683110099741509e-02
    2.21  4.554461884095588e-02  4.145836516857162e-02  8.678666784074689e-02
    2.31  4.561762730756756e-02  4.139251867694814e-02  8.658284938576340e-02
    2.41  4.534896097670351e-02  4.160775388663322e-02  8.641838359165609e-02
    2.51  4.524761928552109e-02  4.168540195731277e-02  8.640080225349468e-02
    2.61  4.518939567312285e-02  4.177619971609608e-02  8.651989178309885e-02
    2.71  4.525517964313750e-02  4.176151684538108e-02  8.692912810596974e-02
    2.81  4.522498557983417e-02  4.184818722258109e-02  8.729783808300509e-02
    2.91  4.544279592752287e-02  4.175381636798862e-02  8.759381875086511e-02
    3.01  4.509782187926417e-02  4.217821081670583e-02  8.784004406191082e-02
    3.11  4.451454074620999e-02  4.281730909819676e-02  8.807921617096187e-02
    3.21  4.478780873347146e-02  4.270741219828637e-02  8.854123586019651e-02
    3.31  4.528929173741970e-02  4.238401609209649e-02  8.923229577292487e-02
    3.41  4.534736234156909e-02  4.244616817470143e-02  8.973021897827084e-02
    3.51  4.458760982149750e-02  4.325508245542591e-02  9.027079708901785e-02
    3.61  4.350959034798706e-02  4.432455060693119e-02  9.070019988564049e-02
    3.71  4.277993625428997e-02  4.501245265571774e-02  9.097273800151122e-02
    3.81  4.232055589479560e-02  4.539235795957577e-02  9.126906325164572e-02
    3.91  4.204990133198122e-02  4.563015017631477e-02  9.134973104829537e-02
    4.01  4.170054642130224e-02  4.602771787116851e-02  9.156668753565966e-02
    4.11  4.196551791086977e-02  4.582389396207779e-02  9.171364573495103e-02
    4.21  4.311269132942906e-02  4.479194623481022e-02  9.180348225465655e-02
    4.31  4.401475211823938e-02  4.412706353374801e-02  9.183810679048518e-02
    4.41  4.463875279039915e-02  4.380916895799070e-02  9.193257340181805e-02
    4.51  4.494860263695436e-02  4.374245913351835e-02  9.225184379509516e-02
    4.61  4.457221797831824e-02  4.431753017962399e-02  9.267461021571524e-02
    4.71  4.396279165576386e-02  4.500812043733361e-02  9.323421246557952e-02
    4.81  4.388822774818307e-02  4.512222787328520e-02  9.375998666586476e-02
    4.91  4.340331888332596e-02  4.562577425198807e-02  9.401600822162046e-02
    5.01  4.295038465182343e-02  4.599910921575621e-02  9.418813881948017e-02
    5.11  4.265217185668473e-02  4.621218474659115e-02  9.451195535771047e-02
    5.21  4.268066006138228e-02  4.615476725401133e-02  9.487249766509062e-02
    5.31  4.273478252638234e-02  4.602324440437315e-02  9.526786328877274e-02
    5.41  4.355980286484893e-02  4.513827496934089e-02  9.555416623277684e-02
    5.51  4.440923638710197e-02  4.430708077680665e-02  9.589804269473896e-02
    5.61  4.483475347053283e-02  4.395305359558904e-02  9.597097117641082e-02
    5.71  4.556161014712631e-02  4.337981764340217e-02  9.652137985151893e-02
    5.81  4.673844163445549e-02  4.237326668985459e-02  9.697598365533136e-02
    5.91  4.713171684389030e-02  4.205372120269851e-02  9.729380680120592e-02
    6.01  4.638479928853310e-02  4.280651761914116e-02  9.776233466170134e-02
    6.11  4.519526615997653e-02  4.400564111919593e-02  9.843346069302010e-02
    6.21  4.451288774434215e-02  4.468159756787715e-02  9.942389562803630e-02
    6.31  4.407738137442049e-02  4.505550856642569e-02  1.005911269323490e-01
    6.41  4.350610740096885e-02  4.558094127258613e-02  1.009389955777615e-01
    6.51  4.313684446169681e-02  4.596628573992964e-02  1.010474207928256e-01
    6.61  4.353529268823877e-02  4.562340220881746e-02  1.019961963890682e-01
    6.71  4.363287079175113e-02  4.558627808962128e-02  1.027378205133250e-01
    6.81  4.339630644308475e-02  4.584009531719322e-02  1.031156641406485e-01
    6.91  4.320962264771228e-02  4.592087574082702e-02  1.039497780535128e-01
    7.01  4.321522153864327e-02  4.578577713668201e-02  1.044522003279742e-01
    7.11  4.300804455482015e-02  4.600617986723535e-02  1.043539074622359e-01
    7.21  4.354388488438810e-02  4.553841334779961e-02  1.043108806179017e-01
    7.31  4.368468711309238e-02  4.539713126894424e-02  1.047017877852305e-01
    7.41  4.361554628294834e-02  4.544054647267871e-02  1.053930538884278e-01
    7.51  4.436209491140226e-02  4.471435149268434e-02  1.058323475795741e-01
    7.61  4.543686685830519e-02  4.366224886110479e-02  1.061888618046389e-01
    7.71  4.551246900042973e-02  4.367193803066195e-02  1.066467159048840e-01
    7.81  4.473097917843200e-02  4.459148621855710e-02  1.070320928843992e-01
    7.91  4.469360972191493e-02  4.479844255591341e-02  1.075965675810524e-01
    8.01  4.552424868368920e-02  4.411082655272595e-02  1.080687506000286e-01
    8.11  4.548090659118220e-02  4.416817608762400e-02  1.091350044796679e-01
    8.21  4.446014311481882e-02  4.512979218762327e-02  1.100811784478441e-01
    8.31  4.408784425560192e-02  4.553882510724477e-02  1.104990372764244e-01
    8.41  4.378704678132250e-02  4.587223866504718e-02  1.112788740963050e-01
    8.51  4.337564448397319e-02  4.625598746201336e-02  1.121482038169144e-01
    8.61  4.322362043669535e-02  4.638242078553571e-02  1.128728054124297e-01
    8.71  4.323751374401941e-02  4.634147742771156e-02  1.138829001907156e-01
