    0.11  4.730247701840947e-02  4.042637513160963e-02  8.324212551842451e-02
    0.20  4.737398059350424e-02  4.035441662347493e-02  8.323872204859534e-02
    0.30  4.771736869327865e-02  4.001039267391932e-02  8.323500002860908e-02
    0.40  4.789090660308613e-02  3.983618562660537e-02  8.323145495606829e-02
    0.50  4.730742656066986e-02  4.041905348709639e-02  8.322752689450144e-02
    0.60  4.639968045576196e-02  4.132624170360721e-02  8.322266352233221e-02
    0.70  4.597263861337923e-02  4.175259112822390e-02  8.321727095778786e-02
    0.80  4.612643105859796e-02  4.159801204008339e-02  8.321142801839429e-02
    0.90  4.605465803637944e-02  4.166807271571146e-02  8.320314701999976e-02
    1.00  4.629085310162372e-02  4.143062803250449e-02  8.319667202873242e-02
    1.10  4.670182002687118e-02  4.101807889805639e-02  8.318855026008377e-02
    1.20  4.676865695011325e-02  4.094822035176425e-02  8.318045057441230e-02
    1.30  4.703597001934436e-02  4.067908779426055e-02  8.317453463116319e-02
    1.40  4.718932803766213e-02  4.052398528513156e-02  8.316792510894508e-02
    1.50  4.693542545620793e-02  4.077635450127651e-02  8.315903962388760e-02
    1.60  4.698107257450545e-02  4.072898147309061e-02  8.314980275180409e-02
    1.70  4.695216992045240e-02  4.075634286493991e-02  8.313817175324188e-02
    1.80  4.731559507343405e-02  4.039017848404518e-02  8.312592959392595e-02
    1.90  4.764714343909661e-02  4.005604042491358e-02  8.311701547227500e-02
    2.00  4.719212191215636e-02  4.050646151942777e-02  8.310572943829964e-02
    2.11  4.674733958630265e-02  4.094535440209072e-02  8.308608499585898e-02
    2.21  4.682368601311650e-02  4.086568561170505e-02  8.307127678692530e-02
    2.31  4.717590627355982e-02  4.051031846578031e-02  8.305536367556984e-02
    2.41  4.710603777113367e-02  4.057647892824554e-02  8.303880527373220e-02
    2.51  4.759983357211584e-02  4.008003099831330e-02  8.302716419074130e-02
    2.61  4.762617605752129e-02  4.005055104675954e-02  8.300882991702618e-02
    2.71  4.685550443774981e-02  4.081755124120263e-02  8.298962712266857e-02
    2.81  4.602475400028794e-02  4.164457636268028e-02  8.297317174222009e-02
    2.91  4.513226913496000e-02  4.253079502778046e-02  8.295561199370255e-02
    3.01  4.453581898017427e-02  4.312155466194765e-02  8.293281274966033e-02
    3.11  4.367366692248425e-02  4.397675746054303e-02  8.291083804630459e-02
    3.21  4.442639380005906e-02  4.321801935650660e-02  8.288930247532408e-02
    3.31  4.568279153350851e-02  4.195212973144824e-02  8.286662880443500e-02
    3.41  4.682449415695255e-02  4.080035317829252e-02  8.283598520130715e-02
    3.51  4.706830155879839e-02  4.054191973245573e-02  8.278171335564373e-02
    3.61  4.653919644853356e-02  4.106138068601874e-02  8.275267772631900e-02
    3.71  4.604037298961210e-02  4.154688411913108e-02  8.271212620806957e-02
    3.81  4.583076725539274e-02  4.174539388279205e-02  8.268755018824002e-02
    3.91  4.529698077183272e-02  4.226651505195732e-02  8.265065492445105e-02
    4.01  4.522166557972274e-02  4.232901949216157e-02  8.260487820678541e-02
    4.11  4.544823766883692e-02  4.208991988947512e-02  8.257232191332715e-02
    4.21  4.560511565063003e-02  4.192574774869499e-02  8.254453673174672e-02
    4.31  4.474907366505552e-02  4.276976669498299e-02  8.250648225391082e-02
    4.41  4.396366603559528e-02  4.353580591183438e-02  8.244940636385791e-02
    4.51  4.446977353768788e-02  4.301412013568728e-02  8.240851434404524e-02
    4.61  4.501726602369384e-02  4.245508604721566e-02  8.237160264563982e-02
    4.71  4.589947839299369e-02  4.155902923240740e-02  8.233900553983718e-02
    4.81  4.613660715541620e-02  4.130830747595660e-02  8.230249908045151e-02
    4.91  4.619791891532793e-02  4.123824657497980e-02  8.225579164327450e-02
    5.01  4.590973997353387e-02  4.151160134597291e-02  8.222245560852477e-02
    5.11  4.611308969202552e-02  4.129367389085419e-02  8.217734396279053e-02
    5.21  4.537175647139294e-02  4.201963223922107e-02  8.214195328946375e-02
    5.31  4.437000215497757e-02  4.300824360844802e-02  8.209266912876295e-02
    5.41  4.361219886319798e-02  4.374935799349262e-02  8.203796208430228e-02
    5.51  4.381191745174153e-02  4.352805534562856e-02  8.198914443726084e-02
    5.61  4.439235790193676e-02  4.291894030203395e-02  8.194463913524776e-02
    5.71  4.397535275857199e-02  4.332261816625119e-02  8.191255862977299e-02
    5.81  4.350022934715100e-02  4.378903669789622e-02  8.187999984522577e-02
    5.91  4.246948634634996e-02  4.481160523505190e-02  8.183588264856703e-02
    6.01  4.207980840040042e-02  4.519603649498818e-02  8.179994641145132e-02
    6.11  4.209867787249046e-02  4.517378291991712e-02  8.174242638586576e-02
    6.21  4.161827861198585e-02  4.564565844266068e-02  8.167027334980990e-02
    6.31  4.066417369085575e-02  4.659537424255683e-02  8.161484263214926e-02
    6.41  4.067078762869505e-02  4.658232151733098e-02  8.155720996396953e-02
    6.51  4.164183699683330e-02  4.560317315176096e-02  8.148821877942579e-02
    6.61  4.219122744174644e-02  4.504536388858568e-02  8.143747303843671e-02
    6.71  4.178612793997193e-02  4.544130422098322e-02  8.139902474057287e-02
    6.81  4.114872692758865e-02  4.606332105081370e-02  8.136427938982944e-02
    6.91  4.151770365089993e-02  4.568355606950100e-02  8.131292241952333e-02
    7.01  4.205746927107785e-02  4.513373505074961e-02  8.126579251185084e-02
    7.11  4.214082355037720e-02  4.504174378631325e-02  8.122502385070117e-02
    7.21  4.193245084385197e-02  4.524267564284180e-02  8.118124668153859e-02
    7.31  4.235024751328972e-02  4.480920715200595e-02  8.114655995951600e-02
    7.41  4.280558978606770e-02  4.434404278286916e-02  8.110736989592721e-02
    7.51  4.327636569715854e-02  4.386374877795604e-02  8.107257699253563e-02
    7.61  4.319409230970474e-02  4.394134395475729e-02  8.104220033972920e-02
    7.71  4.328566833841015e-02  4.383704206129397e-02  8.100956729216741e-02
    7.81  4.331826082629308e-02  4.379688910389032e-02  8.096403215763742e-02
    7.91  4.247928413034768e-02  4.462355571844894e-02  8.093088006394963e-02
    8.01  4.147975485786104e-02  4.561436522207276e-02  8.089832513598870e-02
    8.11  4.087594012373756e-02  4.621190275489868e-02  8.087390139816639e-02
    8.21  3.992477440306846e-02  4.715596658385184e-02  8.085402593127668e-02
    8.31  3.996182605738930e-02  4.711259059654748e-02  8.083232901047502e-02
    8.41  4.033578469938856e-02  4.672962299209153e-02  8.080802115557618e-02
    8.51  4.037402768345968e-02  4.668466328228055e-02  8.077389895945061e-02
    8.61  4.090489879497941e-02  4.614441282991781e-02  8.072510571717002e-02
    8.71  4.191263721966804e-02  4.513136135245510e-02  8.069400019389840e-02
    8.81  4.200340350310505e-02  4.503190750091957e-02  8.065911188363706e-02
    8.91  4.192602920716865e-02  4.510227371163575e-02  8.062574356364327e-02
    9.01  4.224864081054502e-02  4.477486386980981e-02  8.060445231214117e-02
    9.11  4.277113263364848e-02  4.424809303551833e-02  8.058320183240182e-02
    9.21  4.280460430108338e-02  4.420643083204157e-02  8.055598883130792e-02
    9.31  4.254967553475493e-02  4.445355905458363e-02  8.052622529523858e-02
    9.41  4.232019064816610e-02  4.467727121547500e-02  8.049449889723685e-02
    9.51  4.189653962181787e-02  4.509776237161498e-02  8.047070458709281e-02
    9.61  4.213478395251281e-02  4.485427817597135e-02  8.042656631224046e-02
    9.71  4.177001004786340e-02  4.521337393386014e-02  8.038581624006721e-02
    9.81  4.184259831130954e-02  4.513195642789070e-02  8.032761372111387e-02
    9.91  4.241561511245250e-02  4.455386867361402e-02  8.026964068554299e-02
   10.01  4.323570136889637e-02  4.372683507982260e-02  8.021178673700637e-02
